112下,536304,ENMS30052,,電子顯微鏡學,Transmission Electron Microscopy,60,31,F567-EF202[GF],3.00,3.00,張 立,選修,IMA(材料科學與工程學系)[博]
112下,536305,ENMS30001,,X 光繞射學,X-ray Diffraction,60,54,T7R56-EF201[GF],3.00,3.00,陳軍華,選修,IMA(材料科學與工程學系)[博]
112下,536306,ENMS30024,,晶體缺陷,Defects in Crystals,30,15,T678-EF207[GF],3.00,3.00,羅友杰,選修,IMA(材料科學與工程學系)[博]
112下,536307,ENMS30040,,能源材料,Materials for Energy Storage and Conversion Device,60,25,R567-EF202[GF],3.00,3.00,張仍奎,選修,IMA(材料科學與工程學系)[博]
112下,536308,ENMS30011,,奈米生醫材料簡介,Introduction to Nano-Biomaterials,60,15,T234-EF207[GF],3.00,3.00,陳三元,選修,IMA(材料科學與工程學系)[博]
112下,536309,ENMS30039,,"磁性材料
英文授課",Magnetic Materials,60,45,M234-EF202[GF],3.00,3.00,楊朝堯,選修,IMA(材料科學與工程學系)[博]
112下,536310,ENMS30029,,"有機光電顯示材料及元件
英文授課",Organic Electro-Optical Display Materials and Devices,60,12,M234-EF207[GF],3.00,3.00,林宏洲,選修,IMA(材料科學與工程學系)[博]
112下,536311,ENMS30055,,電子構裝技術,Electronic Packaging Technology For Electronics,60,23,M4T34-EF201[GF],3.00,3.00,陳智,選修,IMA(材料科學與工程學系)[博]
112下,536312,ENMS30045,,"複合物半導體元件與製程
英文授課",Intro. to Compound Semiconductor Device & Process,60,23,M67R8-EF207[GF],3.00,3.00,張翼、岩井洋,選修,IMA(材料科學與工程學系)[博]
112下,536313,ENMS30022,,"應用電化學
英文授課",Applied Electrochemistry,60,13,F234-EF207[GF],3.00,3.00,吳樸偉,選修,IMA(材料科學與工程學系)[博]
112下,536314,ENMS30005,,半導體與顯示器-進階科技技術,Advanced Technologies of Semiconductor and Display,200,126,W789-EF104[GF],3.00,3.00,王寶琪,選修,IMA(材料科學與工程學系)[博]
112下,536315,ENMS30035,,機器學習於材料資訊的應用,Machine Learning on Material Informatics,52,15,T567-CS-PC2[GF],3.00,3.00,陳南佑、李玟頡,選修,IMA(材料科學與工程學系)[博]
112下,536300,ENMS30026,,書報討論,Seminar,200,152,W56-EF104[GF],0.00,2.00,林御專,必修,IMA(材料科學與工程學系)[碩]
112下,536301,ENMS30057,,"高分子物理
英文授課",Polymer Physics,不限,15,T567-,3.00,3.00,王誠佑,選修,IMA(材料科學與工程學系)[碩]
112下,536302,ENMS30037,,相變化,Phase Transformations,不限,7,W2F34-EF202[GF],3.00,3.00,黃爾文,選修,IMA(材料科學與工程學系)[碩]
112下,536303,ENMS30023,,"擴散學
英文授課",Diffusion,不限,103,W234-EF104[GF],3.00,3.00,鍾采甫,選修,IMA(材料科學與工程學系)[碩]
112下,536304,ENMS30052,,電子顯微鏡學,Transmission Electron Microscopy,60,31,F567-EF202[GF],3.00,3.00,張 立,選修,IMA(材料科學與工程學系)[碩]
112下,536305,ENMS30001,,X 光繞射學,X-ray Diffraction,60,54,T7R56-EF201[GF],3.00,3.00,陳軍華,選修,IMA(材料科學與工程學系)[碩]
112下,536306,ENMS30024,,晶體缺陷,Defects in Crystals,30,15,T678-EF207[GF],3.00,3.00,羅友杰,選修,IMA(材料科學與工程學系)[碩]
112下,536307,ENMS30040,,能源材料,Materials for Energy Storage and Conversion Device,60,25,R567-EF202[GF],3.00,3.00,張仍奎,選修,IMA(材料科學與工程學系)[碩]
112下,536308,ENMS30011,,奈米生醫材料簡介,Introduction to Nano-Biomaterials,60,15,T234-EF207[GF],3.00,3.00,陳三元,選修,IMA(材料科學與工程學系)[碩]
112下,536309,ENMS30039,,"磁性材料
英文授課",Magnetic Materials,60,45,M234-EF202[GF],3.00,3.00,楊朝堯,選修,IMA(材料科學與工程學系)[碩]
112下,536310,ENMS30029,,"有機光電顯示材料及元件
英文授課",Organic Electro-Optical Display Materials and Devices,60,12,M234-EF207[GF],3.00,3.00,林宏洲,選修,IMA(材料科學與工程學系)[碩]
112下,536311,ENMS30055,,電子構裝技術,Electronic Packaging Technology For Electronics,60,23,M4T34-EF201[GF],3.00,3.00,陳智,選修,IMA(材料科學與工程學系)[碩]
112下,536312,ENMS30045,,"複合物半導體元件與製程
英文授課",Intro. to Compound Semiconductor Device & Process,60,23,M67R8-EF207[GF],3.00,3.00,張翼、岩井洋,選修,IMA(材料科學與工程學系)[碩]
112下,536313,ENMS30022,,"應用電化學
英文授課",Applied Electrochemistry,60,13,F234-EF207[GF],3.00,3.00,吳樸偉,選修,IMA(材料科學與工程學系)[碩]
112下,536314,ENMS30005,,半導體與顯示器-進階科技技術,Advanced Technologies of Semiconductor and Display,200,126,W789-EF104[GF],3.00,3.00,王寶琪,選修,IMA(材料科學與工程學系)[碩]
112下,536315,ENMS30035,,機器學習於材料資訊的應用,Machine Learning on Material Informatics,52,15,T567-CS-PC2[GF],3.00,3.00,陳南佑、李玟頡,選修,IMA(材料科學與工程學系)[碩]
112下,430017,BTBT30144,,"蛋白質物理生化學
英文授課",Physical Biochemistry of Protein,不限,4,M567-BI308[BA],3.00,3.00,張家靖,選修,IMA(材料科學與工程學系)[碩]
112下,536100,ENME30017,,數位控制系統,Digital Control System,40,27,Mabc-EE210[GF],3.00,3.00,鄭泗東,選修,IME(機械工程學系)[碩]
112下,536101,ENME30003,,半導體製程設備與技術,Semiconductor Process Equipmentand Technology,80,85,T567-EE106[GF],3.00,3.00,黃正昇、傅本然,選修,IME(機械工程學系)[碩]
112下,536102,ENME20009,,感測器原理與量測系統,Principles of sensors and measurement systems,40,42,M567-EE132[GF],3.00,3.00,陳宗麟,選修,IME(機械工程學系)[碩]
112下,536103,ENME30028,,波動力學,Wave Propagation in Elastic Solids,30,6,W234-EE230[GF],3.00,3.00,尹慶中,選修,IME(機械工程學系)[碩]
112下,536105,ENME30026,,機器人學：多軸旋翼機,Robotics:multirotors,20,17,M234-EE206[GF],3.00,3.00,程登湖,選修,IME(機械工程學系)[碩]
112下,536107,ENME30009,,工程光學 (一),Engineering Optics (I),40,9,T34F2-EE210[GF],3.00,3.00,黃正昇,選修,IME(機械工程學系)[碩]
112下,536108,ENME30018,,"智慧型材料與奈微米元件
英文授課",Smart Materials and Intelligent Nano/Micro Devices,30,36,M567-EE324[GF],3.00,3.00,鍾添淦,選修,IME(機械工程學系)[碩]
112下,536109,ENME30023,,有限單元與塑性加工,Finite Element Method and Metal Forming,40,8,M567-EE205[GF],3.00,3.00,洪景華,選修,IME(機械工程學系)[碩]
112下,536111,ENME30021,,最佳設計,Optimum Design,40,32,Tabc-EE210[GF],3.00,3.00,林聰穎,選修,IME(機械工程學系)[碩]
112下,536112,ENME30031,,"熱傳導與熱輻射
英文授課",Heat Conduction and Radiation,40,35,T234-EE130[GF],3.00,3.00,張瑞永,選修,IME(機械工程學系)[碩]
112下,536113,ENME30041,,衛星姿態判定與控制,Spacecraft Attitude Determination and Control,30,20,Tabc-CS100[GF],3.00,3.00,詹英文,選修,IME(機械工程學系)[碩]
112下,536114,ENME30040,,衛星機械系統設計,Spacecraft Mechanical System Design,30,22,Wabc-CS100[GF],3.00,3.00,郭添全,選修,IME(機械工程學系)[碩]
112下,536115,ENME30030,,"熱對流
英文授課",Heat Convection,40,37,W234-EE205[GF],3.00,3.00,劉耀先,選修,IME(機械工程學系)[碩]
112下,536116,ENME30020,,書報討論（二）,Seminar (II),不限,242,R78-EEB24[GF],0.00,2.00,陳慶耀,必修,IME(機械工程學系)[碩]
112下,536117,ENME30061,,應用生物力學,Occupational Biomechanics,30,23,W567-EE130[GF],3.00,3.00,楊秉祥,選修,IME(機械工程學系)[碩]
112下,536118,ENME30033,,"燃燒學概論
英文授課",Combustion Fundamentals,30,19,T567-EE205[GF],3.00,3.00,廖英皓,選修,IME(機械工程學系)[碩]
112下,536119,ENME30059,,有限元素法之進階應用,Finite Element Methods for Multiphysics Applications,35,16,T567-EE230[GF],3.00,3.00,鄭文雅,選修,IME(機械工程學系)[碩]
112下,536120,ENME30064,,"影像分析與應用
英文授課",Image Analysis and Applications,40,31,T234-,3.00,3.00,蔡佳宏,選修,IME(機械工程學系)[碩]
112下,536121,ENME30016,,掃描探針技術導論,Int. to Scanning Probe Techniques,40,33,W567-EE205[GF],3.00,3.00,洪紹剛,選修,IME(機械工程學系)[碩]
112下,536122,ENME30065,,多變數回授系統之分析與設計,Analysis and Design of Multivariable,20,9,Rabc-,3.00,3.00,黃瑞宇,選修,IME(機械工程學系)[碩]
112下,536070,ENSS30008,,太空系統整合,Space System Integration,50,19,M234-EE130[GF],3.00,3.00,魏世昕,選修,IME(機械工程學系)[碩]
112下,536071,ENSS30009,,複雜系統專案管理,Complex Systems Project Management,40,27,M678-EE230[GF],3.00,3.00,邢有光,選修,IME(機械工程學系)[碩]
112下,536072,ENSS30010,,航太結構分析,Aerospace structural analysis,30,13,Rabc-EE231[GF],3.00,3.00,金大仁,選修,IME(機械工程學系)[碩]
112下,536400,ENMS30044,,表面科學及工程,Surface Science and Engineering,70,66,R234-EF207[GF],3.00,3.00,柯富祥,選修,INT(材料科學與工程學系奈米科技碩博班)[碩]
112下,536070,ENSS30008,,太空系統整合,Space System Integration,50,19,M234-EE130[GF],3.00,3.00,魏世昕,必修,SSE(太空系統工程研究所)[碩]
112下,536071,ENSS30009,,複雜系統專案管理,Complex Systems Project Management,40,27,M678-EE230[GF],3.00,3.00,邢有光,必修,SSE(太空系統工程研究所)[碩]
112下,536072,ENSS30010,,航太結構分析,Aerospace structural analysis,30,13,Rabc-EE231[GF],3.00,3.00,金大仁,選修,SSE(太空系統工程研究所)[碩]
112下,536073,ENSS30012,,電腦輔助光學設計實務,Computer-Aid Optical Design Practice,10,6,W678-EE206[GF],3.00,3.00,方怡欽,選修,SSE(太空系統工程研究所)[碩]
112下,536074,ENSS30007,,書報討論(二),Seminar(II),不限,15,F34-EE324[GF],0.00,2.00,史天元、曾昭雄,必修,SSE(太空系統工程研究所)[碩]
112下,536075,ENSS30011,,太空通訊導論,Introduction to Space Communications,不限,26,W234-EE324[GF],3.00,3.00,曾昭雄,選修,SSE(太空系統工程研究所)[碩]
112下,536077,ENSS30014,,人因工程,Human Factors Engineering,50,8,R234-EE205[GF],3.00,3.00,林伯鴻,選修,SSE(太空系統工程研究所)[碩]
112下,536113,ENME30041,,衛星姿態判定與控制,Spacecraft Attitude Determination and Control,30,20,Tabc-CS100[GF],3.00,3.00,詹英文,選修,SSE(太空系統工程研究所)[碩]
112下,536114,ENME30040,,衛星機械系統設計,Spacecraft Mechanical System Design,30,22,Wabc-CS100[GF],3.00,3.00,郭添全,選修,SSE(太空系統工程研究所)[碩]
112下,430017,BTBT30144,,"蛋白質物理生化學
英文授課",Physical Biochemistry of Protein,不限,4,M567-BI308[BA],3.00,3.00,張家靖,選修,IAC(應用化學系)[博]
112下,536800,SCIC30020,,"書報討論－高分子組
英文授課",Seminar,25,19,W34-EO701[GF],1.00,2.00,陳俊太,必修,IAC(應用化學系)[碩]
112下,536801,SCIC30017,,"書報討論－有機組
英文授課",Seminar,25,16,W34-SB202[GF],1.00,2.00,蒙國光,必修,IAC(應用化學系)[碩]
112下,536802,SCIC30019,,"書報討論－無機組
英文授課",Seminar,25,19,M34-SB522[GF],1.00,2.00,郭俊宏,必修,IAC(應用化學系)[碩]
112下,536803,SCIC30016,,"書報討論－分析組
英文授課",Seminar,25,15,M34-SB201[GF],1.00,2.00,陳月枝,必修,IAC(應用化學系)[碩]
112下,536804,SCIC30014,,專題演講,Departmental Colloquium,不限,108,F5678-SB210[GF],2.00,4.00,鄭彥如,必修,IAC(應用化學系)[碩]
112下,536805,SCIC30038,,論文研究,Thesis Research,不限,120,,1.00,2.00,鄭彥如,必修,IAC(應用化學系)[碩]
112下,536806,SCIC30043,,高分子奈米材料,Polymer Nanomaterials,60,50,M567-SB211[GF],3.00,3.00,陳俊太,選修,IAC(應用化學系)[碩]
112下,536807,SCIC30053,,高分子合成特論,Special Topics in Polymer Synthesis,不限,6,R3F34-SB203[GF],3.00,3.00,張佳智,選修,IAC(應用化學系)[碩]
112下,536808,SCIC30048,,"高等有機化學(二)
英文授課",Advanced Organic Chemistry(II),不限,18,T34W5-SB202[GF],3.00,3.00,吳彥谷、柳日馨,選修,IAC(應用化學系)[碩]
112下,536809,SCIC30025,,有機反應機構,Organic Reaction Mechanism,不限,15,T78W7-SB202[GF],3.00,3.00,莊士卿,選修,IAC(應用化學系)[碩]
112下,536810,SCIC30030,,無機螢光體材料化學,Materials Chemistry of Inorganic Phosphors,不限,36,W234-SB203[GF],3.00,3.00,陳登銘,選修,IAC(應用化學系)[碩]
112下,536811,SCIC30050,,無機化學研究技術,Inorganic Chemistry - Research Techniques,不限,26,R567-SB203[GF],3.00,3.00,洪崧富,選修,IAC(應用化學系)[碩]
112下,536812,SCIC30039,,質譜學,Mass Spectrometry,不限,15,M567-SC159[GF],3.00,3.00,陳月枝,選修,IAC(應用化學系)[碩]
112下,536813,SCIC30054,,"科學論文分析與實作
英文授課",Basics for Writing Academic English,10,6,W234-EO615[GF],3.00,3.00,許馨云,選修,IAC(應用化學系)[碩]
112下,536814,SCIC30041,,酵素化學,Enzyme Chemistry,12,10,W678-EO615[GF],3.00,3.00,李耀坤,選修,IAC(應用化學系)[碩]
112下,430017,BTBT30144,,"蛋白質物理生化學
英文授課",Physical Biochemistry of Protein,不限,4,M567-BI308[BA],3.00,3.00,張家靖,選修,IAC(應用化學系)[碩]
112下,536700,SCMA30036,,組合學導論,Introduction to Combinatorics,不限,16,M34W4-SA223[GF],3.00,3.00,林武雄,必修,IAM(應用數學系)[碩]
112下,536701,SCMA30007,,實變函數論（二）,Real Analysis (II),不限,21,T234-SA223[GF],3.00,3.00,林奕亘,選修,IAM(應用數學系)[碩]
112下,536702,SCMA30046,,代數學(二),Algebra(II),不限,13,W78R4n-SA213[GF],3.00,4.00,翁志文,必修,IAM(應用數學系)[碩]
112下,536703,SCMA30056,,隨機過程專題,Topics in stochastic processes,15,4,W34F3-SA212[GF],3.00,3.00,陳冠宇,選修,IAM(應用數學系)[碩]
112下,536704,SCMA30057,,隨機微積分,Introduction to stochastic calculus,30,21,T78F4-SA213[GF],3.00,3.00,許元春,選修,IAM(應用數學系)[碩]
112下,536705,SCMA30014,,論文研討,Colloquium,不限,34,T56-SA223[GF],1.00,2.00,吳昌鴻,必修,IAM(應用數學系)[碩]
112下,536707,SCMA30020,,常微分方程(一),Ordinary Differential Equations (I),不限,15,T78R2-SA214[GF],3.00,3.00,黃信元,選修,IAM(應用數學系)[碩]
112下,536708,SCMA20043,,組合設計,Combinational Design,不限,29,R678-SA223[GF],3.00,3.00,傅恆霖,選修,IAM(應用數學系)[碩]
112下,536709,SCMA20039,,演算法,Algorithms,不限,56,T789-SA223[GF],3.00,3.00,官大智,選修,IAM(應用數學系)[碩]
112下,536710,SCMA30024,,有限群表現理論及其應用,Representation Theory of Finite Groups and Applications,不限,6,M56R5-SA211[GF],3.00,3.00,康明軒,選修,IAM(應用數學系)[碩]
112下,536711,SCMA30059,,大域微分幾何,Global Differential Geometry,不限,26,F234-SA214[GF],3.00,3.00,陳子軒,選修,IAM(應用數學系)[碩]
112下,536750,SCMA30058,,科學機器學習專題,Special Topics on Scientific Machine Learning,不限,5,F234-SA211[GF],3.00,3.00,賴明治,選修,IAM(應用數學系)[碩]
112下,030002,IADI00247,,複變分析,Complex Analysis,不限,1,T56F34-,3.00,3.00,李大中,選修,IAM(應用數學系)[碩]
112下,030003,IADI00248,,代數拓樸,Algebraic Topology,不限,1,T567-,3.00,3.00,廖軒毅,選修,IAM(應用數學系)[碩]
112下,030004,IADI00246,,金融數學二,Financial Mathematics II,不限,1,M34W34-,3.00,3.00,東聖甯,選修,IAM(應用數學系)[碩]
112下,030005,IADI00245,,微分幾何二,Differential Geometry II,不限,0,W567-,3.00,3.00,吳思曄,選修,IAM(應用數學系)[碩]
112下,536706,SCMA30011,,應用數學方法,Applied Mathematics Methods,不限,16,M34R3-SA214[GF],3.00,3.00,葉立明,必修,IAM(應用數學系)[碩]
112下,430017,BTBT30144,,"蛋白質物理生化學
英文授課",Physical Biochemistry of Protein,不限,4,M567-BI308[BA],3.00,3.00,張家靖,選修,IEP(電子物理學系)[博]
112下,536600,SCEP30017,,專題演講,Colloquium,不限,201,R56-SC001[GF],1.00,2.00,陳智彥,必修,IEP(電子物理學系)[碩]
112下,536601,SCEP30038,,量子力學（二）,Quantum Mechanics（II）,70,33,R789-SC160[GF],3.00,3.00,陳永富,選修,IEP(電子物理學系)[碩]
112下,536602,SCEP30011,,半導體物理及元件（二）,Semiconductor Physics and Devices (II),不限,104,T789-SC160[GF],3.00,3.00,蘇俊榮,選修,IEP(電子物理學系)[碩]
112下,536603,SCEP30006,,光電子學,Optical Electronics,70,44,M567-SC162[GF],3.00,3.00,蘇冠暐,選修,IEP(電子物理學系)[碩]
112下,536604,SCEP30046,,"高等固態物理（二）
英文授課",Advanced Solid State Physics (II),70,4,M34W2-SC158[GF],3.00,3.00,仲崇厚,選修,IEP(電子物理學系)[碩]
112下,536605,SCEP30043,,電動力學（一）,Electrodynamics (I),70,17,M2W34-SC160[GF],3.00,3.00,楊本立,選修,IEP(電子物理學系)[碩]
112下,536606,SCEP30002,,"Labview程式設計(一)
英文授課",Labview Programming(I),70,66,T234-SC162[GF],3.00,3.00,籔下篤史,選修,IEP(電子物理學系)[碩]
112下,536607,SCEP30032,,"統計力學
英文授課",Statistical Mechanics,不限,8,R234-SC162[GF],3.00,3.00,科契諾,選修,IEP(電子物理學系)[碩]
112下,536608,SCEP30050,,量子物理與元件,Quantum Physics and Devices,70,38,F234-SC162[GF],3.00,3.00,羅舜聰,選修,IEP(電子物理學系)[碩]
112下,536609,SCEP30013,,古典力學（一）,Classical Mechanics (I),不限,9,Tn56-SC160[GF],3.00,3.00,吳建德,選修,IEP(電子物理學系)[碩]
112下,536610,SCEP30031,,"統計場論與量子相變
英文授課",Statistical Field Theory and Quantum Phase Transitions,不限,3,T34-SC259[GF],3.00,3.00,仲崇厚,選修,IEP(電子物理學系)[碩]
112下,536611,SCEP30052,,"軟物質光電元件
英文授課",soft matter optoelectronics devices,不限,20,W789-SC162[GF],3.00,3.00,鍾介文,選修,IEP(電子物理學系)[碩]
112下,536612,SCEP30055,,"顯微技術物理
英文授課",Physics of Microscopy,不限,32,F567-SC162[GF],3.00,3.00,鍾介文、林俊良、連德軒,選修,IEP(電子物理學系)[碩]
112下,536613,SCEP30056,,"前瞻量子流體-氦物理學研究
英文授課",Frontier Research in Quantum Fluids - Helium Physics,不限,12,M56-SC105[GF],2.00,2.00,河野公俊,選修,IEP(電子物理學系)[碩]
112下,430017,BTBT30144,,"蛋白質物理生化學
英文授課",Physical Biochemistry of Protein,不限,4,M567-BI308[BA],3.00,3.00,張家靖,選修,IEP(電子物理學系)[碩]
112下,535215,EEIE30071,,三維積體電路,3D Integrated Circuits,130,132,W34n-ED220[GF],3.00,3.00,陳冠能,選修,IEP(電子物理學系)[碩]
112下,536706,SCMA30011,,應用數學方法,Applied Mathematics Methods,不限,16,M34R3-SA214[GF],3.00,3.00,葉立明,必修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536700,SCMA30036,,組合學導論,Introduction to Combinatorics,不限,16,M34W4-SA223[GF],3.00,3.00,林武雄,必修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536701,SCMA30007,,實變函數論（二）,Real Analysis (II),不限,21,T234-SA223[GF],3.00,3.00,林奕亘,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536702,SCMA30046,,代數學(二),Algebra(II),不限,13,W78R4n-SA213[GF],3.00,4.00,翁志文,必修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536703,SCMA30056,,隨機過程專題,Topics in stochastic processes,15,4,W34F3-SA212[GF],3.00,3.00,陳冠宇,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536704,SCMA30057,,隨機微積分,Introduction to stochastic calculus,30,21,T78F4-SA213[GF],3.00,3.00,許元春,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536705,SCMA30014,,論文研討,Colloquium,不限,34,T56-SA223[GF],1.00,2.00,吳昌鴻,必修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536707,SCMA30020,,常微分方程(一),Ordinary Differential Equations (I),不限,15,T78R2-SA214[GF],3.00,3.00,黃信元,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536708,SCMA20043,,組合設計,Combinational Design,不限,29,R678-SA223[GF],3.00,3.00,傅恆霖,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536709,SCMA20039,,演算法,Algorithms,不限,56,T789-SA223[GF],3.00,3.00,官大智,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536710,SCMA30024,,有限群表現理論及其應用,Representation Theory of Finite Groups and Applications,不限,6,M56R5-SA211[GF],3.00,3.00,康明軒,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536711,SCMA30059,,大域微分幾何,Global Differential Geometry,不限,26,F234-SA214[GF],3.00,3.00,陳子軒,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536750,SCMA30058,,科學機器學習專題,Special Topics on Scientific Machine Learning,不限,5,F234-SA211[GF],3.00,3.00,賴明治,選修,IMM(應用數學系數學建模與科學計算碩士班)[碩]
112下,536850,SCMS30005,,"書報討論-物化組
英文授課",Seminar,45,35,F34-SB201[GF],1.00,2.00,平松弘嗣,必修,IMO(應用化學系分子科學碩博班)[碩]
112下,536851,SCIC30009,,化學動力學,Chemical Kinetics and Dynamics,不限,8,T567-SB201[GF],3.00,3.00,李遠鵬,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536852,SCMS30013,,"雷射操作有機及生物物質
英文授課",Optical Manipulation and Nanoscopy,不限,10,T567-SC162[GF],3.00,3.00,增原宏,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536853,SCIC30058,,"太陽能電池與光催化
英文授課",Photovaltaic and Photocatalysis,20,19,R567-SB211[GF],3.00,3.00,刁維光,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536854,SCMS30009,,"結晶科學發展與應用
英文授課",Advances in Crystal Science and Engineering,不限,11,W567-SC159[GF],3.00,3.00,杉山輝樹,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536855,SCMS30015,,半導體製程技術概論(一),Introduction to Semiconductor Manufacturing Technology (I),30,13,M567-SB522[GF],3.00,3.00,孫建文,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536856,SCMS30020,,"超快光譜研究技術
英文授課",Research Techniques in Ultrafast Spectroscopy,不限,18,T234-SB201[GF],3.00,3.00,張君輔,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536857,SCMS30024,,"化學應用群論
英文授課",Group Theory for Chemistry,不限,18,R567-SB202[GF],3.00,3.00,魏恆理,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536858,SCMS30025,,"物理與生物光化學
英文授課",Special Topics in Physical and Biological Photochemistry,16,4,M3456-SB429[GF],3.00,3.00,太田信廣,選修,IMO(應用化學系分子科學碩博班)[碩]
112下,536950,SCIP30026,,"計算實驗演習
英文授課",Numerical Experiment Recitation,不限,5,M8T78-SC157[GF],3.00,3.00,寺西慶哲,選修,IOP(物理研究所)[碩]
112下,536951,SCIP30003,,"原子與分子物理(一)
英文授課",Atomic Molecular Physics (I),不限,7,W8F78-SC157[GF],3.00,3.00,寺西慶哲,選修,IOP(物理研究所)[碩]
112下,536952,SCIP30043,,"高能物理專題演講
英文授課",Seminar in High Energy Physics,不限,8,T6-,1.00,1.00,林及仁,選修,IOP(物理研究所)[碩]
112下,536953,SCIP30051,,"粒子與核子物理中的非微擾量子場論
英文授課",Non-Perturbative Quantum Field Theory In Particle And Nuclear Physics,不限,7,W34n-,3.00,3.00,林及仁,選修,IOP(物理研究所)[碩]
112下,536954,SCIP30018,,"書報討論
英文授課",Seminar,不限,48,R56-SC157[GF],1.00,2.00,林俊源,必修,IOP(物理研究所)[碩]
112下,536955,SCIP30036,,"量子力學(二)
英文授課",Quantum Mechanics (II),不限,24,M567-SC157[GF],3.00,3.00,林俊源,必修,IOP(物理研究所)[碩]
112下,536956,SCIP10004,,經典物理(二),Classical Physics (II),不限,2,T234-,3.00,3.00,林貴林,必修,IOP(物理研究所)[碩]
112下,536957,SCIP30031,,"量子場論(一)
英文授課",Quantum Field Theory (I),不限,14,R34n-SC157[GF],3.00,3.00,高崇文,選修,IOP(物理研究所)[碩]
112下,536958,SCIP30055,,"物理光學
英文授課",Physical Optics,不限,15,M234-SC157[GF],3.00,3.00,梁興弛,選修,IOP(物理研究所)[碩]
112下,536959,SCIP30020,,"粒子物理(一)
英文授課",Particle Physics (I),不限,6,Tn5W7-SC157[GF],3.00,3.00,傅嵐熙 Anthony Francis,選修,IOP(物理研究所)[碩]
112下,536602,SCEP30011,,半導體物理及元件（二）,Semiconductor Physics and Devices (II),不限,104,T789-SC160[GF],3.00,3.00,蘇俊榮,選修,IOP(物理研究所)[碩]
112下,536607,SCEP30032,,"統計力學
英文授課",Statistical Mechanics,不限,8,R234-SC162[GF],3.00,3.00,科契諾,選修,IOP(物理研究所)[碩]
112下,536900,SCIS30064,,貝氏分析,Bayesian Analysis,不限,25,M234-A406[GF],3.00,3.00,洪慧念,必修,IST(統計學研究所)[碩]
112下,536901,SCIS30009,,多變量分析,Multivariate Analysis,不限,26,W234-A406[GF],3.00,3.00,黃冠華,選修,IST(統計學研究所)[碩]
112下,536902,SCIS30046,,"統計計算
英文授課",Statistical Computing,45,23,T567-A406[GF],3.00,3.00,盧鴻興,必修,IST(統計學研究所)[碩]
112下,536903,SCIS30073,,長期追蹤資料分析,Longitudinal Data Analysis,不限,4,M567-A406[GF],3.00,3.00,黃冠華,選修,IST(統計學研究所)[碩]
112下,536904,SCIS30025,,時間序列,Time Series,不限,31,R567-A304[GF],3.00,3.00,高竹嵐,選修,IST(統計學研究所)[碩]
112下,536905,SCIS30013,,"專題討論
英文授課",Seminar,不限,43,F34n-A427[GF],0.00,3.00,林聖軒,必修,IST(統計學研究所)[碩]
112下,536906,SCIS30091,,中介效應與交互作用分析,Mediation and interaction analysis,不限,7,F567-A407[GF],3.00,3.00,林聖軒,選修,IST(統計學研究所)[碩]
112下,030001,IADI00244,,高等機率論(博),Probability Theory,不限,1,TnR56-,3.00,3.00,銀慶剛,選修,IST(統計學研究所)[碩]
112下,537150,MGBA30014,,"資料科學與決策支援
英文授課",Data Science and Decision Support,不限,17,T234-MB110[GF],3.00,3.00,王志軒,必修,GMBA(企業管理碩士學位學程)[碩]
112下,537151,MGBA30012,,"財務管理與投資
英文授課",Financial Management and Investment,不限,19,W567-M116[GF],3.00,3.00,林瑞嘉,必修,GMBA(企業管理碩士學位學程)[碩]
112下,537152,MGBA30001,,"MBA碩士論文
英文授課",MBA Thesis,不限,15,Tab-MB110[GF],2.00,2.00,GMBA,必修,GMBA(企業管理碩士學位學程)[碩]
112下,537153,MGBA30007,,"新創事業規劃
英文授課",Business Development for Start-ups,不限,18,R567-MB110[GF],3.00,3.00,姜真秀、黃仕斌、蔡蕙安、黃寬丞、楊志偉,必修,GMBA(企業管理碩士學位學程)[碩]
112下,537154,MGBA30005,,"全球企業管理
英文授課",Global Business Management,36,20,T567-M116[GF],3.00,3.00,郭國泰,必修,GMBA(企業管理碩士學位學程)[碩]
112下,537155,MGBA30020,,"企業啟動之策略發展與管理
英文授課",Business Launchpad: Planning and Managing Strategies,不限,18,Rabc-MB110[GF],3.00,3.00,姜真秀、黃仕斌、黃寬丞、楊志偉,必修,GMBA(企業管理碩士學位學程)[碩]
