112下,133208,SHTS30076,,"晶片社會與國際政治
英文授課",Chip Societies and World Politics,20,14,R789-HC101[GF],3.00,3.00,顧彩璇,選修,GMBA(企業管理碩士學位學程)[碩]
112下,230009,MGBM30023,,"生產與作業管理
英文授課",Production and Operations Management,不限,57,T234-TB307[BM],3.00,3.00,胡均立,選修,GMBA(企業管理碩士學位學程)[碩]
112下,230014,MGBM30083,,"消費者行為
英文授課",Consumer Behavior,不限,19,T789-TB435[BM],3.00,3.00,高瑞麟,選修,GMBA(企業管理碩士學位學程)[碩]
112下,230015,MGBM30010,,"品牌與整合行銷傳播
英文授課",Branding and Integrated Marketing Communications,不限,18,W567-TB435[BM],3.00,3.00,高瑞麟,選修,GMBA(企業管理碩士學位學程)[碩]
112下,230017,MGBM30035,,"策略管理
英文授課",Strategic Management,50,42,Tabc-TB307[BM],3.00,3.00,姜真秀,選修,GMBA(企業管理碩士學位學程)[碩]
112下,537301,MGTM30024,,"物流作業規劃模式
英文授課",Planning Models for Logistics Operations,不限,26,T234-A905[GF],3.00,3.00,姚銘忠,選修,GMBA(企業管理碩士學位學程)[碩]
112下,537409,MGEM30023,,"排隊理論與應用
英文授課",Queueing Theory with Applications,不限,24,R234-MB506[GF],3.00,3.00,洪暉智,選修,GMBA(企業管理碩士學位學程)[碩]
112下,537702,MGIF30060,,"財務計量經濟學
英文授課",Financial Econometrics,80,48,F234-M101[GF],3.00,3.00,鄧惠文,選修,GMBA(企業管理碩士學位學程)[碩]
112下,537703,MGIF30063,,"財務報表分析
英文授課",Financial Statement Analysis,80,40,T567-M101[GF],3.00,3.00,林瑞嘉,選修,GMBA(企業管理碩士學位學程)[碩]
112下,230000,MGBM30087,,高等數量方法,Advanced Quantitative Methods,不限,21,M234-TA506[BM],3.00,3.00,陳燕諭,選修,IBM(經營管理研究所)[碩]
112下,230001,MGBM30049,,組織行為,Organizational Behavior,不限,16,R567-TA506[BM],3.00,3.00,陳燕諭,選修,IBM(經營管理研究所)[碩]
112下,230002,MGBM30088,,AI實務,Foundations of AI: From Basics to Practice,不限,34,Rabc-TB307[BM],3.00,3.00,蔡祈岩,選修,IBM(經營管理研究所)[碩]
112下,230003,MGBM30033,,策略性變革管理,Strategic Change Management,不限,16,M567-TA506[BM],3.00,3.00,溫金豐,選修,IBM(經營管理研究所)[碩]
112下,230004,MGBM30034,,策略性人力資源管理,Strategy and Human Resources Management,不限,12,F567-TA506[BM],3.00,3.00,溫金豐,選修,IBM(經營管理研究所)[碩]
112下,230005,MGBM30039,,管理理論(二)(博士班),Management Theory(II)(PhD),不限,4,T789-TB305[BM],3.00,3.00,林介鵬、姜真秀、溫金豐、陳燕諭,必修,IBM(經營管理研究所)[碩]
112下,230006,MGBM30078,,論文研討(博士班),Seminar on Business and Management(PhD),不限,54,T56-TB307[BM],2.00,2.00,溫金豐、姜真秀、蔡蕙安、胡均立、林介鵬、劉志諒、高瑞麟、陳燕諭,必修,IBM(經營管理研究所)[碩]
112下,230007,MGBM30036,,管理會計,Management Accounting,不限,32,Fabc-TA506[BM],3.00,3.00,劉福運,選修,IBM(經營管理研究所)[碩]
112下,230008,MGBM30013,,多變量分析,Multivariate Analysis,不限,19,W234-TB435[BM],3.00,3.00,丁承,選修,IBM(經營管理研究所)[碩]
112下,230009,MGBM30023,,"生產與作業管理
英文授課",Production and Operations Management,不限,57,T234-TB307[BM],3.00,3.00,胡均立,必修,IBM(經營管理研究所)[碩]
112下,230010,MGBM30060,,計量經濟學(博士班),Econometrics,不限,18,Tabc-TB435[BM],3.00,3.00,胡均立,選修,IBM(經營管理研究所)[碩]
112下,230011,MGBM30082,,零售管理與實務,Retailing Management & Practice,不限,5,M678-TB435[BM],3.00,3.00,陳美芳,選修,IBM(經營管理研究所)[碩]
112下,230012,MGBM30054,,經營講座,Lectures on Business Practices,不限,47,Mabc-TB307[BM],3.00,3.00,周勝武,必修,IBM(經營管理研究所)[碩]
112下,230013,MGBM30027,,"科技與創新管理
英文授課",Technology and Innovation Management,不限,51,R234-TB307[BM],3.00,3.00,林介鵬,必修,IBM(經營管理研究所)[碩]
112下,230014,MGBM30083,,"消費者行為
英文授課",Consumer Behavior,不限,19,T789-TB435[BM],3.00,3.00,高瑞麟,選修,IBM(經營管理研究所)[碩]
112下,230015,MGBM30010,,"品牌與整合行銷傳播
英文授課",Branding and Integrated Marketing Communications,不限,18,W567-TB435[BM],3.00,3.00,高瑞麟,選修,IBM(經營管理研究所)[碩]
112下,230016,MGBM30053,跨院基本素養(106),"經濟學:一種看世界的方法
[電,資] 通識跨院",Economics:one way we see the world,不限,14,M234-TB307[BM],3.00,3.00,葉俊顯、莊委桐,選修,IBM(經營管理研究所)[碩]
112下,230017,MGBM30035,,"策略管理
英文授課",Strategic Management,50,42,Tabc-TB307[BM],3.00,3.00,姜真秀,必修,IBM(經營管理研究所)[碩]
112下,230018,MGBM30011,,商業數據分析,Big Data Analytics for Business Intelligence,不限,15,W567-TB307[BM],3.00,3.00,鄭辰仰,選修,IBM(經營管理研究所)[碩]
112下,230019,MGBM30017,,服務業管理,Service Industry Management,不限,6,R234-TA506[BM],3.00,3.00,謝懷恕,選修,IBM(經營管理研究所)[碩]
112下,230020,MGBM30089,,"創新與創業扶持生態系統
專業服務學習",Entrepreneurship and Innovation Support Ecosystem,不限,4,W567-A407[GF],3.00,3.00,蔡蕙安,選修,IBM(經營管理研究所)[碩]
112下,230021,MGBM30002,,企業分析與評價,Business Analysis and Valuation,不限,7,F234-TB435[BM],3.00,3.00,劉志諒,選修,IBM(經營管理研究所)[碩]
112下,230022,MGBM30064,,財務經濟專題,Topics in Financial Economics,不限,8,W234-TB305[BM],3.00,3.00,劉志諒,選修,IBM(經營管理研究所)[碩]
112下,537400,MGEM30057,,論文研討(下),Seminar (II),不限,74,M56-MB520[GF],1.00,2.00,陳文智、林義貴,必修,IEM(工業工程與管理學系)[博]
112下,537401,MGEM30010,,六標準差績效管理,Six Sigma Performance Management,30,23,M234-MB520[GF],3.00,3.00,彭文理,選修,IEM(工業工程與管理學系)[博]
112下,537402,MGEM30082,,"進階數學規劃
英文授課",Advanced Topics in Mathematical Programming,30,12,M234-MB414[GF],3.00,3.00,陳勝一,選修,IEM(工業工程與管理學系)[博]
112下,537403,MGEM30077,,可靠度分析,Reliability analysis,不限,32,T234-MB413[GF],3.00,3.00,董弘平,選修,IEM(工業工程與管理學系)[博]
112下,537405,MGEM30079,,研究方法論,Research Methodology,不限,42,T567-MB506[GF],3.00,3.00,賴學儀,選修,IEM(工業工程與管理學系)[博]
112下,537406,MGEM30015,,商業智慧,Business Intelligence,30,6,T678-MB414[GF],3.00,3.00,王志軒,選修,IEM(工業工程與管理學系)[博]
112下,537407,MGEM30017,,多目標決策分析,Multiple Criteria Decision Making,不限,54,W234-MB405[GF],3.00,3.00,陳亭志,選修,IEM(工業工程與管理學系)[博]
112下,537408,MGEM30006,,供應鏈管理,Supply Chain Management,30,31,W234-MB110[GF],3.00,3.00,張永佳,選修,IEM(工業工程與管理學系)[博]
112下,537409,MGEM30023,,"排隊理論與應用
英文授課",Queueing Theory with Applications,不限,24,R234-MB506[GF],3.00,3.00,洪暉智,選修,IEM(工業工程與管理學系)[博]
112下,537411,MGEM30014,,品質工程,Quality Engineering,不限,46,R567-MB414[GF],3.00,3.00,巫佳煌,選修,IEM(工業工程與管理學系)[博]
112下,537412,MGEM30011,,創新與企業流程再造,Innovation and Business Process Reengineering,不限,8,F567-MB418[GF],3.00,3.00,林義貴,選修,IEM(工業工程與管理學系)[博]
112下,537400,MGEM30057,,論文研討(下),Seminar (II),不限,74,M56-MB520[GF],1.00,2.00,陳文智、林義貴,必修,IEM(工業工程與管理學系)[碩]
112下,537401,MGEM30010,,六標準差績效管理,Six Sigma Performance Management,30,23,M234-MB520[GF],3.00,3.00,彭文理,選修,IEM(工業工程與管理學系)[碩]
112下,537402,MGEM30082,,"進階數學規劃
英文授課",Advanced Topics in Mathematical Programming,30,12,M234-MB414[GF],3.00,3.00,陳勝一,選修,IEM(工業工程與管理學系)[碩]
112下,537403,MGEM30077,,可靠度分析,Reliability analysis,不限,32,T234-MB413[GF],3.00,3.00,董弘平,選修,IEM(工業工程與管理學系)[碩]
112下,537405,MGEM30079,,研究方法論,Research Methodology,不限,42,T567-MB506[GF],3.00,3.00,賴學儀,選修,IEM(工業工程與管理學系)[碩]
112下,537406,MGEM30015,,商業智慧,Business Intelligence,30,6,T678-MB414[GF],3.00,3.00,王志軒,選修,IEM(工業工程與管理學系)[碩]
112下,537407,MGEM30017,,多目標決策分析,Multiple Criteria Decision Making,不限,54,W234-MB405[GF],3.00,3.00,陳亭志,選修,IEM(工業工程與管理學系)[碩]
112下,537408,MGEM30006,,供應鏈管理,Supply Chain Management,30,31,W234-MB110[GF],3.00,3.00,張永佳,選修,IEM(工業工程與管理學系)[碩]
112下,537409,MGEM30023,,"排隊理論與應用
英文授課",Queueing Theory with Applications,不限,24,R234-MB506[GF],3.00,3.00,洪暉智,選修,IEM(工業工程與管理學系)[碩]
112下,537411,MGEM30014,,品質工程,Quality Engineering,不限,46,R567-MB414[GF],3.00,3.00,巫佳煌,選修,IEM(工業工程與管理學系)[碩]
112下,537412,MGEM30011,,創新與企業流程再造,Innovation and Business Process Reengineering,不限,8,F567-MB418[GF],3.00,3.00,林義貴,選修,IEM(工業工程與管理學系)[碩]
112下,537608,MGIM30007,,"博士論文研究方法
英文授課",Research Methodology for PhD Dissertation,不限,4,M567-MB304[GF],3.00,3.00,資管所,必修,IIM(資訊管理研究所)[博]
112下,537600,MGIM30001,,企管資訊論文研討,Seminar on IS & Management,不限,40,R56-AB101[GF],1.00,2.00,資管所,必修,IIM(資訊管理研究所)[碩]
112下,537601,MGIM30004,,分散式系統,Distributed Systems,不限,25,T89a-MB311[GF],3.00,3.00,莊詠婷,選修,IIM(資訊管理研究所)[碩]
112下,537602,MGIM30041,,資料探勘專題,Special Topics on Data Mining,不限,9,Wabc-MB304[GF],3.00,3.00,劉敦仁,選修,IIM(資訊管理研究所)[碩]
112下,537603,MGIM30044,,"賽局與策略
英文授課",Game theory and Strategy,50,16,R234-MB311[GF],3.00,3.00,李永銘,選修,IIM(資訊管理研究所)[碩]
112下,537604,MGIM30039,,資訊系統論文研討,Seminar on IS & Technology,不限,36,R56-AB101[GF],1.00,2.00,資管所,必修,IIM(資訊管理研究所)[碩]
112下,537605,MGIM30051,,雲端計算理論與實務,Cloud Computing Theory and Practice,30,38,F234-MB312[GF],3.00,3.00,廖秀玉,選修,IIM(資訊管理研究所)[碩]
112下,537606,MGIM30016,,最佳化方法與應用,Optimization Methods and Applications,不限,21,T234-MB311[GF],3.00,3.00,林妙聰,選修,IIM(資訊管理研究所)[碩]
112下,537607,MGIM30003,,個別研究,Independent Study,不限,8,S567-MB311[GF],3.00,3.00,資管所,必修,IIM(資訊管理研究所)[碩]
112下,537609,MGIM30047,,電子商務,Electronic Commerce,不限,11,W34n-MB304[GF],3.00,3.00,蔡銘箴,選修,IIM(資訊管理研究所)[碩]
112下,537610,MGIM30034,,計算理論概論,Introduction to Theory of Computation,不限,17,W567-MB311[GF],3.00,3.00,陳柏安,選修,IIM(資訊管理研究所)[碩]
112下,547000,MGMS30087,,論文研討(博),Seminar on Thesis,不限,10,,1.00,2.00,管科系,必修,IMS(管理科學系)[博]
112下,547001,MGMS30016,,個別研究 (博),Individual study,不限,12,,1.00,1.00,管科系,必修,IMS(管理科學系)[博]
112下,537000,MGMS30109,,資料庫概念與實務應用,Database Concept and Practice,25,25,M567-M105[GF],3.00,3.00,郭國倫,選修,IMS(管理科學系)[碩]
112下,537001,MGMS30004,,人力資源管理,Human Resource Management,60,50,M34n-M301[GF],3.00,3.00,李柏毅,選修,IMS(管理科學系)[碩]
112下,537002,MGMS30033,,整合行銷溝通,Integrated Marketing Communications,20,28,M567-M115[GF],3.00,3.00,欒紀成,選修,IMS(管理科學系)[碩]
112下,537003,MGMS30071,,統計學,Statistics,20,13,T34n-M205[GF],3.00,3.00,謝國文,選修,IMS(管理科學系)[碩]
112下,537004,MGMS30082,,行銷研究,Marketing Research,20,10,T567-M104[GF],3.00,3.00,欒紀成,選修,IMS(管理科學系)[碩]
112下,537005,MGMS30018,,創業管理:新創事業開發,Entrepreneurship: New Venture Creation,30,30,W34n-M301[GF],3.00,3.00,黃瓊誼,選修,IMS(管理科學系)[碩]
112下,537006,MGMS30023,,商業智慧分析,Python for Data Analysis,20,25,W567-M104[GF],3.00,3.00,吳浩庠,選修,IMS(管理科學系)[碩]
112下,537007,MGMS30092,"跨院基本素養(106)
校基本素養(106),核心通識-社會與經濟(90),基本素養-組織管理(110)","財務管理
基本素養-組織管理核心通識-社會與經濟通識校基本[電,資] 通識跨院",Financial Management,140,169,"W789-AB102[GF],W789-YT301[YM]",3.00,3.00,蔡璧徽,必修,IMS(管理科學系)[碩]
112下,537008,MGMS30094,,資訊管理,Information Management,不限,36,F678-M205[GF],3.00,3.00,盧浩鈞,必修,IMS(管理科學系)[碩]
112下,537009,MGMS30045,,永續消費與全球永續發展,Sustainable Consumption And Global Sustainable Development,10,6,T89a-M104[GF],3.00,3.00,欒紀成,選修,IMS(管理科學系)[碩]
112下,537010,MGMS30046,,消費者行為,Consumer Behavior,60,43,W678-M115[GF],3.00,3.00,張家齊,選修,IMS(管理科學系)[碩]
112下,537011,MGMS30125,,公司財務實證分析(二),Empirical Analyses on Corporate Finance (II),10,8,W678-,3.00,3.00,陳宗岡,選修,IMS(管理科學系)[碩]
112下,537012,MGMS30112,,"商業溝通
英文授課",Business Communication,40,44,Wabc-M205[GF],3.00,3.00,李柏毅,選修,IMS(管理科學系)[碩]
112下,537013,MGMS30068,,組織行為專題:職場健康與安全,Organizational Behavior Seminar: Occupational Health and Safety,0,8,R34n-,3.00,3.00,高國揚,選修,IMS(管理科學系)[碩]
112下,537015,MGMS30126,,財務會計實證分析(二),Empirical Analyses on Financial Accounting (II),10,7,R34n-M205[GF],3.00,3.00,陳宗岡,選修,IMS(管理科學系)[碩]
112下,537016,MGMS30081,,行銷專題,Seminar in Marketing,10,4,R678-M104[GF],3.00,3.00,張家齊,選修,IMS(管理科學系)[碩]
112下,537017,MGMS30051,,知識經濟時代的策略思維,Strategic Thinking in the Era of Knowledge Economy,40,55,R567-M205[GF],3.00,3.00,郭國泰、朱博湧、朱慶忠,選修,IMS(管理科學系)[碩]
112下,537018,MGMS30114,,領導與創業創新專題,"Seminar on Leadership, Entrepreneurship and Innovation",不限,10,F567-M301[GF],3.00,3.00,蕭嬋,選修,IMS(管理科學系)[碩]
112下,537019,MGMS30019,,創新與創業理論研討(一),Innovation and entrepreneurship theory seminar (I),10,7,,3.00,3.00,黃瓊誼,選修,IMS(管理科學系)[碩]
112下,537020,MGMS30017,,個別研究 (碩),Individual study,不限,38,,1.00,1.00,管科系,必修,IMS(管理科學系)[碩]
112下,537021,MGMS30128,,高等作業研究,Advanced Operations Research,15,6,R567-M301[GF],3.00,3.00,盧浩鈞,選修,IMS(管理科學系)[碩]
112下,547700,MGIF30027,,"博士班論文研討A
英文授課",Seminar in finance for doctoral students A,35,12,W56-M102[GF],1.00,2.00,陳耀宗,必修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,547701,MGIF30028,,"博士班論文研討B
英文授課",Seminar in finance for doctoral students B,25,3,W56-,0.00,2.00,陳耀宗,必修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,547702,MGIF30081,,"金融機構專題(博)
英文授課",Seminar on Financial Institutions,35,12,M567-M102[GF],3.00,3.00,林智勇,必修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537700,MGIF30036,,投資學,Investment,110,52,R567-M101[GF],3.00,3.00,李漢星,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537701,MGIF30053,,衍生性商品理論,Theory of Derivatives,55,30,R234-M-b09[GF],3.00,3.00,郭家豪,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537702,MGIF30060,,"財務計量經濟學
英文授課",Financial Econometrics,80,48,F234-M101[GF],3.00,3.00,鄧惠文,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537703,MGIF30063,,"財務報表分析
英文授課",Financial Statement Analysis,80,40,T567-M101[GF],3.00,3.00,林瑞嘉,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537704,MGIF30092,,公司理財,Corporate Finance,50,34,M234-M-b09[GF],3.00,3.00,林智勇,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537705,MGIF30013,,個別研究,Independent study,30,19,W1-M102[GF],1.00,1.00,財金所,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537706,MGIF30039,,數據科學專題,Data Science Project,0,5,F234-M-b09[GF],3.00,3.00,黃思皓,必修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537707,MGIF30015,"校基本素養(106)
基本素養-組織管理(110)","元大金融科技講堂
基本素養-組織管理通識校基本",Financial Technology Seminar by Yuanta,120,134,W567-M-b10[GF],3.00,3.00,黃思皓,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537709,MGIF30065,,財務數值方法,Numerical Methods in Finance,50,22,Mabc-M-b01[GF],3.00,3.00,戴天時,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537710,MGIF30070,,財務隨機微積分,Stochastic Calculus for Finance,35,6,Tabc-M102[GF],3.00,3.00,戴天時,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537711,MGIF30078,,資料探勘與商業智慧,Data mining and Business Intelligence,60,46,W89a-M101[GF],3.00,3.00,黃思皓,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537713,MGIF30083,,金融創新,Financial Innovations,50,11,R89a-M102[GF],3.00,3.00,黃星華,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537714,MGIF30095,,財金資料處理,Financial Data Processing,35,14,W234-M102[GF],3.00,3.00,陳耀宗,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
112下,537716,MGIF30099,,"智慧數據分析
英文授課",Smart Data Analytics,30,7,M234-M102[GF],1.00,1.00,W. K. Hardle,選修,IOF(資訊管理與財務金融系財務金融博士班)[博]
